UID	DLCL-0001	DLCL-0002	DLCL-0003	DLCL-0004	DLCL-0005	DLCL-0006	DLCL-0007	DLCL-0008	DLCL-0009	DLCL-0010	DLCL-0011	DLCL-0012	DLCL-0013	DLCL-0014	DLCL-0015	DLCL-0016	DLCL-0017	DLCL-0018	DLCL-0020	DLCL-0021	DLCL-0023	DLCL-0024	DLCL-0025	DLCL-0026	DLCL-0027	DLCL-0028	DLCL-0029	DLCL-0030	DLCL-0031	DLCL-0032	DLCL-0033	DLCL-0034	DLCL-0036	DLCL-0037	DLCL-0039	DLCL-0040	DLCL-0041	DLCL-0042	DLCL-0048	DLCL-0049
21359	0.18	0.154	0.4	-0.16	-0.0755	0.319	0.395	-0.61	0.36	-1.0575	0.67	-0.274	0.172	0.09	-0.654	-0.35	-1.112	-1.14	-0.8	-0.2	0.098	0.184	-0.1725	0.04	-1.213	-0.8305	0.22	-0.083	0.6045	0.1605	-0.157	0.002	0.051	-0.472	-0.683	-0.415	0.533	-0.62	-0.66	-0.78
21360	-0.67	-1.3545	-0.59	-0.9	-1.4955	-0.6	-0.461	0.14	-0.4105	-1.7585	-0.1815	-0.83	-1.16	-0.73	-1.758	-1.31	-0.205	-1	-1.12	-0.81	-0.87	-0.896	-1.004	-0.7295	-1.872	-0.705	-0.3375	-0.835	-1.578	-0.6915	-1.1425	-0.6145	-0.6295	-0.773	-1.211	-1.145	-0.231	0.33	-0.98	-0.99
21361	1.49	0.1425	0.36	0.25	0.2305	0.67	0.804	0.35	-0.0465	0.29	-0.1255	NA	1.41	0.62	0.7375	-0.12	1.56	-0.69	-0.11	1.54	-0.0605	0.58	1.79	-0.1285	0.785	0.102	-0.424	-0.0735	0.3615	0.128	0.069	0.195	0.281	-0.377	-1.284	-1.348	0.176	0.37	0.89	0.35
21362	0.3	0.7865	0.9	0.13	0.9455	0.18	0.573	0.12	-0.3945	0.4205	0.1045	0.35	0.25	1.26	0.761	0.82	0.727	0.28	0.24	0.64	0.69	1.0745	0.1445	0.82	0.7425	0.7645	-0.1005	0.317	0.0305	-0.0675	-0.301	-0.085	0.767	0.364	0.41	0.34	0.419	-0.51	0.62	0.34
21363	1.45	-0.618	-1.07	-0.18	-0.957	-0.19	0.303	-0.68	-0.013	-2.1215	0.1155	NA	1.08	-0.58	-0.5575	-0.05	-0.404	-1.11	-0.09	0.85	-0.36	-0.4595	-0.4525	-0.75	-0.395	-0.8705	-0.516	-0.414	-0.6145	-0.1735	-0.6395	-0.0435	-0.7145	-0.708	-0.688	-0.545	-0.837	0.84	0.34	-1.01
21364	-0.15	-0.222	-0.1	-0.12	-0.789	-0.15	0.953	0.45	-0.44	-0.0215	-0.1255	-0.37	-0.24	0.08	-1.0955	0.09	0.479	-0.16	-0.56	0.09	-0.9695	-0.6745	-0.2765	-1.274	-0.9245	0.4105	-0.5435	-0.371	0.531	-0.3065	-0.248	1.196	-0.302	-0.229	-0.36	0.408	-0.045	0.19	-0.24	-0.68
21365	1.32	-0.6065	-1.18	-0.84	-1.6225	0.36	-0.2405	-0.932	-0.6105	-1.41	-0.3255	NA	1.05	-0.51	-2.038	0.02	-0.726	-0.57	-0.496	0.39	-1.21	-1.6155	-1.291	-1.3415	-0.814	-1.398	-0.7665	-0.7875	-0.9615	-0.4305	-0.657	-0.2175	-0.9085	-1.34	-1.329	-1.204	-1.042	-1	-0.7	-1.16
21366	0.85	0.4285	0.24	-0.13	-0.2685	0.83	-0.3015	0.43	-0.239	-0.6705	0.8595	0.26	0.89	0.35	-0.179	0.77	0.538	-0.36	0.72	-0.4	0.1905	-0.1805	-0.236	0.2425	0.1085	-0.398	0.0655	-0.3585	0.273	0.2005	0.0705	0.6955	-0.343	0.28	-0.498	-0.269	-0.077	-0.61	0.12	-0.6
21367	0.15	0.613	0.53	0.25	-0.314	0.73	0.6325	0.35	0.312	0.146	0.214	NA	0.37	0.56	0.093	0.19	1.019	0.08	0.05	0.8	-0.059	0.1895	0.4865	0.4995	0.359	0.294	-0.2345	0.238	1.1655	0.295	-0.0965	0.402	0.871	-0.331	0.061	0.541	0.204	0.23	0.56	0.72
21368	-1.55	-1.2035	-0.84	-0.62	-0.9535	-1.03	-0.4835	-0.95	-0.376	-0.7235	-0.6445	-0.67	-0.73	0.02	-0.254	-0.8	-0.954	-1.05	-1.05	-0.93	-0.3935	-0.467	-0.821	-0.0595	-1.0335	-0.5785	-0.3465	-1.0295	-1.1785	-1.1845	-1.411	-0.5905	-0.798	-0.678	-1.425	-1.767	-0.122	-1.13	-0.87	-0.69
21369	0.74	0.0855	-0.85	0.21	-0.13	0.25	0.778	0.689	-0.0955	0.39	-0.166	NA	0.79	0.98	0.502	0.04	0.351	0.22	0.06	1.3	0.3815	0.76	0.23	1.3055	0.8165	0.0365	-0.2315	0.033	0.155	-0.0785	0.0225	0.043	0.1725	-0.309	-0.535	-0.043	0.564	-0.21	0.35	0.38
21370	-0.07	-0.0285	0.17	0.1	0.056	-0.05	-0.0885	0.42	0.446	-0.4265	-1.1545	0.24	0.07	0.44	-0.385	0.18	-0.687	0.18	0.01	-0.1	-0.206	0.358	-0.206	0.055	0.329	-0.2565	0.466	-0.0195	-0.1085	0.0215	-1.611	0.4675	-0.348	-0.222	-0.615	-1.346	0.271	-0.82	-0.53	-0.35
21371	1.12	0.2405	0.39	0.03	-0.0015	0.33	0.685	0.365	0.1295	-1.428	-0.0575	-1.283	1.33	0.57	0.291	1.22	0.083	-0.3	-0.29	0.7	0.013	-0.2165	-0.6515	0.841	0.4935	-0.2155	-0.3355	0.047	0.017	-0.022	0.074	0.155	-0.515	-0.667	-0.886	-0.181	-0.05	-0.15	0.28	0.4
21372	-0.39	-0.4185	-0.5	-0.39	-0.684	0.49	0.41	-0.35	0.279	-0.6705	-0.354	0.32	-0.45	-0.82	-1.449	-0.06	-0.349	-0.62	0.55	-0.67	-0.887	0.342	0.396	-0.375	-0.38	0.2365	0.06	-0.0965	-0.195	-0.387	-1.464	-0.676	-0.333	-1.144	-0.059	-1.41	0.444	0.68	-0.58	0.17
21373	-1.51	-1.4105	-1.12	-1.56	-1.695	-0.95	-0.2925	-1.07	-0.6125	-2.2045	0.4695	-1.7	-1.42	-1.07	-1.996	-1.71	-2.169	-1.74	-1.62	-1	-1.248	-1.6715	-2.0675	-1.926	-2.2995	-2.2665	-1.3205	-1.1515	-0.763	-1.356	-0.8925	-0.986	-0.723	-1.986	-2.388	-1.988	-1.465	-0.02	-0.06	-1.02
21374	0.13	0.1615	0.36	0.35	-0.1235	0.98	0.5765	0.15	0.7335	0.135	0.4725	0.39	0.57	0.3	-0.051	0.49	1.18	0.13	0.38	0.17	0.1075	0.2845	0.111	-0.2405	0.054	0.122	0.337	0.546	0.633	0.412	0.3635	0.313	0.5075	-0.052	0.665	0.264	-0.108	-0.34	-0.52	0.79
21375	0.76	0.0325	2.27	0.63	0.9645	0.43	-0.219	1.27	0.5525	1.142	0.75	1.17	0.79	0.8	1.343	0.99	0.001	0.45	1.04	0.48	0.549	2.286	-0.185	1.0715	2.2635	0.0985	1.3355	0.7695	1.04	0.9825	0.0925	0.1585	0.287	-0.313	-0.178	-0.217	0.392	-1.11	1.27	0.65
21376	0.76	-0.0675	-0.05	0.43	-0.2115	0.04	-0.9085	0.3	1.1865	-0.383	-0.6995	1.12	0.25	0.48	-0.2575	0.28	1.092	0.45	0.54	0.37	0.501	-0.0225	0.354	-0.206	0.387	0.497	0.4215	0.3355	0.643	0.614	0.4075	0.015	1.2945	-0.661	0.23	0.199	1.578	-1.16	-0.27	0.01
21377	0.83	0.8195	0.35	0.35	0.805	0.28	0.1285	0.52	0.0845	1.8675	-0.464	0.12	0.5	0.52	0.291	0.55	1.017	0.23	0.28	0.49	0.4365	0.6805	0.318	0.6885	-0.18	0.5475	-0.011	0.096	-0.028	0.1965	-0.078	0.2195	-0.3505	0.319	0.239	0.614	0.266	-0.75	0.95	0.81
21378	-0.07	-0.1195	-0.35	-0.14	-0.446	0.37	-0.0255	0.12	0.777	-0.754	-1.434	0.07	0.39	0.13	-0.144	0.15	-0.197	0.59	-0.03	-0.48	-0.373	0.121	0.4745	0.238	-0.037	-0.114	0.015	-0.2535	-0.3805	-0.333	0.0015	0.2445	0.254	-1.044	0.329	-0.652	0.8	0.01	-0.62	0.35
21379	-0.49	-0.4575	-0.54	-0.02	-1.6485	-0.04	0.771	0	0.0315	-1.3085	0.0775	-0.85	-0.08	-0.49	-1.168	-0.22	-0.94	-0.86	-0.46	-0.64	-1.3195	-1.4805	-0.6495	-1.46	-1.04	-0.593	-0.322	-0.279	0.0715	-0.0015	-0.0615	-0.0045	-0.285	0.159	-0.215	-0.295	-0.45	0.93	-0.61	-0.67
21380	-0.46	-0.6555	0.47	-0.17	-0.2015	0.24	-0.087	0.18	1.2705	1.525	-0.21	0.22	0.2	0.78	-0.2875	0.5	0.017	0.06	1.09	-0.4	1.293	0.929	-0.0945	0.236	-0.1455	-0.0595	-0.3375	-0.407	0.4805	0.177	0.785	-0.189	0.9665	0.071	0.478	0.037	0.256	-0.04	-0.81	0.6
21381	-0.37	-0.5375	0.12	-0.15	0.3055	0.08	-0.103	0.46	0.22	-0.5975	0.39	0.39	-0.62	0.61	0.376	0.53	-0.949	0.02	-0.13	0.39	-0.0325	0.416	-0.0885	0.545	0.37	0.023	0.2265	0.032	0.1465	-0.047	-0.3525	-0.102	-0.177	-0.161	-0.336	-0.259	0.57	-0.71	0.72	0.42
21382	-0.59	-0.908	-0.27	-0.58	-0.136	-0.37	-1.748	-0.54	-0.142	0.739	-0.2	-0.22	-0.06	0.14	0.776	-0.07	0.454	0.61	-0.8	-1.4	-0.3665	0.04	-0.458	-0.048	-0.6555	0.4285	-0.467	-0.505	-0.4385	-0.42	-0.3255	-0.337	-0.4995	-0.495	-0.075	-0.84	-0.433	-1.32	-0.61	-0.47
21383	0.01	0.3865	0.56	-0.4	0.6655	0.04	0.1465	1.36	-0.018	0.905	0.26	-0.45	0.96	0.7	-0.152	0.21	-0.293	0.32	-0.27	1.02	0.5035	0.1745	0.5035	0.4075	0.299	0.556	-0.418	0.1175	0.032	0.6275	-0.2915	0.57	1.581	0.605	-0.258	0.196	-0.459	0.1	0.5	0.67
21384	-0.34	-0.0835	0	-0.29	-0.2605	-0.1	-0.4245	-0.34	-0.0405	-0.4335	0.517	0.13	-0.09	-0.11	-0.262	0.01	-0.256	0.15	0.08	-0.56	-0.1095	-0.1915	-0.376	0.2135	-0.2715	-0.2985	-0.423	0.13	0.1745	0.096	0.6235	-0.07	0.1945	-0.094	0.088	-0.573	0.5	-0.87	-0.19	-0.36
21385	0.41	0.209	-0.62	-0.38	-0.208	0.27	0.3435	-0.77	0.4135	-0.577	0.245	-0.588	0.04	0.14	-0.504	0.12	0.128	-0.65	-0.45	-1.4	-0.843	-3.4295	-0.5025	-0.012	-0.225	-0.6545	-0.298	0.0695	0.2605	-0.172	-0.25	0.0525	0.285	-0.752	-0.275	-0.471	-0.181	-0.02	-0.28	-0.27
21386	-1.07	-1.2615	-0.89	-0.89	-0.987	-1.12	-1.212	-0.77	-0.1455	-2.1165	-0.6385	-0.97	-1.33	-0.7	-0.838	-1.25	-2.35	-1.66	-1.41	-3.73	-1.205	-0.655	-0.927	-0.9395	-0.9845	-0.1245	-0.5665	-1.115	-1.131	-0.477	-0.3215	-0.3555	-0.846	-1.157	-1.086	-1.691	-0.368	-1.03	-0.93	-0.9
21387	-0.08	-0.7215	-0.45	0.043	-0.7775	-0.49	-0.526	-0.03	-0.7885	-0.8155	0.081	-1.42	-0.99	-0.35	-1.129	-0.44	-0.79	-0.87	-0.69	-1.67	-0.9265	-1.0175	-1.1795	-0.7475	-0.8455	-0.7805	-0.27	-0.5895	-0.6885	-0.435	-0.452	0.279	-0.684	-0.623	-1.107	-1.518	-0.252	0.18	-0.58	-1.41
21388	-0.39	1.887	-0.18	-0.45	-0.4705	0.24	-0.5755	-0.21	0.121	-1.7075	-0.053	-0.65	0.54	-0.45	-0.043	-0.01	0.538	-0.66	0.44	-1.02	0.1475	0.148	-0.4015	1.522	-0.226	0.5375	-0.52	-0.2555	-0.9055	-0.07	-0.0725	-0.305	-0.556	-0.548	-0.066	0.261	-0.086	-1.39	-0.42	-0.16
21389	0.18	0.351	0.54	-0.133	-0.0485	0.22	0.3755	0.36	0.18	-0.534	-0.0905	-0.014	-0.14	0.21	-0.0195	0.06	0.128	0.22	0.02	-0.67	-0.5575	-0.105	0.041	0.0505	-0.314	-0.1485	-0.2305	0.507	-0.057	0.171	0.3165	-0.296	-0.037	-0.25	-0.363	-0.359	1.088	-0.48	-0.11	0.84
21390	-1.45	-0.849	-0.64	-1.46	-0.527	-0.6	-0.4275	-0.44	-0.0455	-1.016	-0.2135	-1.1	-0.63	-0.41	-0.664	-0.91	-1.406	-0.89	-0.98	-2.02	-0.464	-0.37	-0.942	0.094	-0.381	0.3245	-0.3685	-0.5965	-0.2275	-0.2135	-0.0675	-0.2905	-0.8925	-1.565	-0.904	-1.678	-0.011	-1.27	-0.77	-0.72
21391	0.18	-0.397	-0.1	0.03	0.169	0.24	0.128	0.7	0.645	-0.19	-0.3755	-0.246	-1.842	0.18	-0.3875	-0.42	-1.086	0.2	-0.17	NA	0.1835	-1.0675	-0.8535	0.3085	-0.1485	-0.742	0.8205	-0.0115	0.1445	0.1185	-0.4515	0.272	-0.431	-0.021	-1.191	-0.933	0.981	-0.76	-0.65	-0.54
21392	0.35	0.147	-0.27	0.32	-0.8135	0.69	0.2855	0.74	-0.081	-0.3515	0.162	-0.11	-0.09	-0.23	-0.74	0.02	0.817	-0.14	-0.26	-0.65	-0.349	-0.09	0.0825	0.147	-0.372	0.385	0.124	0.068	0.141	-0.019	0.271	-0.3945	-0.731	0.085	0.026	-0.014	0.289	0.61	-0.03	-0.3
21393	0.03	0.218	0.24	-0.42	0.1125	0.25	0.3235	-0.37	0.7225	-0.8275	0.1105	-0.5	-0.28	0.549	0.0415	-0.05	0.477	-0.42	-0.13	-0.284	-0.286	-0.294	-0.0175	0.822	0.0635	-0.437	-0.2925	-0.257	0.003	-0.1685	0.376	0.364	-0.485	-0.365	-0.523	-0.327	0.74	0.19	-0.37	-0.08
21394	-0.12	-0.035	0.05	-0.14	0.559	0.09	-0.4105	0.04	-0.0845	-0.0465	-0.1135	0.38	-0.23	0.64	0.542	0.17	0.004	0.72	-0.29	-0.07	0.5475	0.6865	-0.0035	0.667	0.279	0.291	0.281	0.068	0.085	-0.0105	0.182	0.362	0.4505	0.058	-0.12	0.455	0.352	-0.8	-0.12	0.33
21395	-0.46	0.05	0.11	-0.06	-0.0135	-0.2	0.665	-0.03	0.0635	-0.142	0.25	1.315	-0.79	0.02	-0.376	-0.33	-0.749	-0.3	-0.36	-0.3	-0.8	0.177	-0.783	0.0885	-1.2175	0.382	-0.3275	-0.1255	-0.2085	-0.2225	-0.1545	-0.061	-0.222	-0.226	-0.398	-0.263	-0.535	0.26	0.02	-0.24
21396	-1.83	0.008	-0.37	-0.19	0.323	-0.42	0.0045	-0.23	0.035	-0.2185	0.596	-0.31	0.41	0.5	-0.499	-0.31	-0.73	-0.5	-0.59	-0.92	0.54	0.659	-0.3505	-0.6665	-0.3085	-0.2475	-0.754	0.0435	-0.0745	-0.2	0.01	-0.2635	1.534	-0.08	-0.227	-0.444	0.24	0.05	0.1	-0.05
21397	-0.3	0.1535	-0.03	-0.15	-0.1705	-0.157	0.368	-0.47	-0.504	-0.258	-0.4	0.269	-0.154	0.1	-0.723	-0.51	0.416	-0.3	-0.54	0.8	-0.667	-0.4975	-0.0985	-0.7005	-0.3525	-0.132	-0.2225	0.171	0.356	-0.283	-0.8395	-0.625	-0.3415	-0.42	-0.783	-0.365	0.056	0.52	-0.17	-0.11
21398	-0.779	-2.1525	-1.17	-1.39	-1.11	-1.33	0.45	-0.91	-1.8455	-0.536	-0.68	-1.14	0.19	-0.89	-0.545	-1.34	-0.021	-1.02	-1.35	-2.482	-0.065	0.3915	-0.485	0.155	-0.517	-1.2515	-0.35	-1.271	-1.046	-1.305	-0.754	-1.5225	0	-0.053	0.426	0.431	-0.643	-1.94	-0.64	-0.41
21399	0.33	1.4575	0.53	0.8	0.018	0.639	0.514	0.49	-0.143	0.31	1.447	0.182	0.685	0.52	-0.521	0.27	0.224	0.09	-0.03	0	0.1225	0.0305	0.2535	0.0005	-0.273	0.478	0.93	0.838	0.362	0.7755	0.6725	0.1525	-0.4585	0.465	0.011	0.361	0.167	0.68	-0.29	0.64
21400	-0.15	-0.2655	-0.34	0.78	-0.5555	0.63	0.1025	1.01	-0.018	2.0295	-0.8515	0.09	-0.52	-0.58	1.1785	-0.68	1.309	0.15	-0.55	-0.03	-0.114	-0.42	-0.7535	-0.726	-0.5875	0.498	-0.0065	0.0145	-0.275	-0.6915	-0.397	0.3065	0.553	0.402	-0.271	-0.242	1.059	0.28	-0.67	-0.09
21401	-0.16	-0.222	0.27	-0.29	-0.4875	0.161	0.714	-0.17	0.161	-0.128	-0.526	-0.267	-0.358	0.01	-0.6015	-0.32	0.308	0.1	-0.45	1.22	-0.0735	0.202	0.076	0.0155	-0.5075	0.0665	0.005	0.3415	0.3505	-0.183	-0.234	-0.1305	0.349	0.056	-0.44	-0.005	0.683	0.11	-0.04	0.02
21402	-0.36	-0.1135	0.33	-0.16	-0.1765	0.14	-0.065	-0.09	-0.011	-1.509	-0.8215	0.19	-0.47	-0.26	-0.331	-0.09	-0.012	0	-0.55	0.08	-0.5775	-0.0265	-0.112	0.3	0.192	0.5535	-0.227	-0.0915	0.008	0.1105	-1.24	0.104	1.3765	-0.892	0.036	-0.24	0.963	-0.45	-0.3	-0.13
21403	0.28	-0.3675	0.16	-0.26	-0.079	0.225	-0.035	-0.34	-0.5125	0.1585	-0.209	0.531	-0.74	-0.3	-0.0045	0.19	-0.43	-0.58	-0.35	0.58	0.6545	0.589	-0.022	-0.173	0.46	-0.3795	0.273	0.06	-1.476	-0.2615	0.3985	-0.257	0.1015	-0.14	0.095	0.388	-0.185	-0.12	-0.1	0.45
21404	-0.3	-0.501	-0.21	-0.36	-0.493	0.02	-0.395	0.03	0.1845	-0.3735	-0.595	0.15	-0.05	0.25	-0.481	-0.16	0.237	0.15	-0.28	-0.42	-0.4075	-0.0245	-0.5355	-0.2765	-0.43	-0.032	0.0005	-0.4335	0.091	-0.416	-0.8395	-0.0505	0.025	-0.112	-0.403	-0.151	0.317	0.49	-0.48	-0.8
21405	0.91	-0.251	0.44	-0.17	-0.035	0.75	0.032	0.14	0.2415	1.2755	0.46	-0.296	1.44	0.19	-0.255	-0.11	-0.77	-0.5	-0.16	-0.22	0.225	0.497	-0.3845	0.0575	-1.344	-0.9065	0.6255	-0.122	0.2535	0.2035	-0.145	-0.0785	1.402	-0.207	-0.461	-0.838	0.512	-0.68	-0.32	0.81
21406	0.04	-0.9135	0.34	0.53	0.0095	0.07	0.27	0.33	0.6265	-0.26	0.365	-0.6	-0.25	0.45	-0.6255	-0.07	-1.501	-0.33	0.24	-1.43	-0.3595	-0.925	-0.6495	-0.4	-0.751	-0.5245	0.3895	0.812	0.5005	0.57	0.566	0.4675	-0.4385	0.738	0.628	0.377	-0.531	-0.71	-0.1	-0.85
21407	0.44	0.0995	0.52	-0.17	0.489	0.288	-0.004	0.11	-0.2025	-0.9135	-1.915	0.045	-1.17	0.76	0.108	0.1	0.097	0	-0.19	0.33	0.5695	0.472	-0.1165	0.7315	0.41	0.093	-0.671	0.039	-0.1115	0.003	-0.036	-0.1895	0.055	-0.219	-0.433	-0.14	0.598	-0.98	-0.29	-0.45
21408	0.22	-1.0425	-0.33	-0.77	-0.8675	0.28	-1.058	-0.39	-0.0605	-1.5055	0.232	-0.64	0.84	-1.07	-0.9175	-0.51	-2.078	-0.98	-0.6	-3.24	-0.9605	-1.2345	-1.58	-0.782	-0.919	0.2805	-0.295	-0.95	-0.417	-0.176	-0.766	-0.3965	0.34	-0.568	-0.272	-1.512	-0.283	-1.3	-1.03	-1.26
21409	0.784	1.3425	0.8	0.02	1.122	0.76	0.6925	-0.07	0.2675	3.3155	1.1675	1.43	1.97	1.45	0.5185	1.779	1.397	-0.74	1.001	-1.91	0.8625	0.427	0.6585	0.598	0.0415	0.432	0.2185	1.2815	1.147	1.1875	0.7515	0.6515	0.155	-0.371	1.767	1.069	-0.114	1.34	1.44	0.53
21410	0.33	0.091	1.41	0.46	0.291	-0.1	0.122	0.83	0.2855	0.7965	0.4205	0.84	0.21	0.65	0.791	0.65	-0.816	0.42	-0.22	1.07	0.51	1.2275	0.4235	0.455	0.6145	0.448	0.37	-0.0185	-0.101	0.464	-0.232	1.0315	-0.235	1.166	-0.152	-0.086	-1.218	-0.55	0.04	-0.19
21411	0.71	0.1065	0.41	-0.28	-0.0005	0	0.5735	0.91	0.0255	1.0775	-0.169	1.5	1.35	0.53	-0.0635	-0.01	-0.383	-0.04	-0.96	1.95	0.528	0.142	0.316	-0.316	-0.305	0.1345	-0.3705	-0.076	0.1035	-0.115	-0.3795	-0.0805	-0.1355	-1.317	-0.14	-0.046	-0.378	-0.1	0.3	-0.03
21412	-0.62	-0.0195	0.06	-0.28	0.1835	-0.04	-0.2045	0.01	0.0825	-0.0605	-0.399	0.06	0.46	-0.21	0.3025	-0.01	-0.684	0.17	-0.38	-0.73	-0.0985	-0.243	-0.504	-0.893	0.5125	-0.392	-0.538	-0.6665	0.3015	-0.1195	-0.6085	-0.483	-0.603	-0.846	-1.045	-0.795	-0.035	-0.36	-0.8	-0.22
21413	2.18	0.1045	-0.4	-0.204	0.9495	0.44	0.516	0.547	-0.386	0.848	-0.334	0.31	1.72	0.86	2.23	-1.563	-0.261	-0.18	0.59	2.35	0.933	0.293	0.139	0.2585	0.616	0.0135	-0.436	-0.081	0.306	-0.084	-0.1605	0.129	0.0635	-1.052	-0.276	-0.155	NA	-0.43	0.01	-0.47
21414	-0.088	-0.8525	-1.27	-0.24	0.4515	0.09	0.3855	0.21	0.1	2.364	0.04	0.25	0.5	0.85	0.69	0.04	-0.052	-0.11	-0.37	-0.36	0.4275	0.3365	0.0335	1.002	-0.1215	-0.1045	-0.442	-0.697	-0.265	0.0565	-0.257	1.096	-0.327	0.517	-0.782	-1.759	-0.491	-1.09	-0.27	-0.33
21415	0.29	0.6265	0.77	0.61	0.2825	0.59	0.7265	0.62	0.493	1.9045	-0.2	0.45	1.98	0.23	0.263	-0.02	0.91	0.69	0.25	1.16	0.449	0.5475	1.0525	1.085	0.496	0.73	0.3195	0.324	0.179	-0.0605	0.303	0.482	0.5965	-0.49	0.399	1.203	0.689	0.62	0.19	1.14
21416	-2.09	-0.446	0.16	-0.33	0.1285	0.21	0.0805	-0.12	0.1445	-0.399	-0.9025	0.19	0.59	0.52	0.2785	0.26	-0.593	-0.15	-0.06	0.09	-0.286	-0.1135	0.2045	0.5105	-0.315	0.6095	-0.415	-0.262	0.0875	-0.175	-0.852	-0.018	-0.248	-0.918	-0.204	-0.761	0.796	-0.73	-0.59	-0.49
21417	-0.29	0.4395	0.85	-0.86	1.2865	0.59	0.033	-0.55	0.602	0.6695	0.162	2.11	1.01	0.27	0.091	-0.18	1.376	0.53	0.722	1.23	0.48	0.129	0.184	0.2035	0.575	0.2595	-0.094	0.4775	0.395	0.1395	0.8245	0.814	0.0935	-0.386	0.558	0.329	-0.551	0.19	0.72	0.38
21418	0.37	0.152	-0.23	0.29	-0.066	0.22	1.062	0.48	-0.121	0.836	-0.2025	0.48	0.78	1.31	1.6705	0.36	-1.616	-0.24	0.76	0.11	0.2205	0.5885	0.6535	0.3055	0.71	0.8275	0.555	0.7825	0.2275	0.2235	0.3685	0.0965	0.7705	0.612	1.088	0.107	-1.214	-0.92	-0.53	0.08
21419	-0.76	-0.518	-0.66	-1.94	-0.558	-0.25	-0.0895	0.068	-0.6275	-1.1555	-0.9025	0.271	2.1	0.43	-0.8945	-0.878	-0.926	-1.07	-0.75	0.83	0.241	-0.7575	-0.5	-0.527	0.197	-0.8245	-0.4385	-0.727	0.0595	-0.471	-0.505	-0.091	-0.551	-1.798	-1.094	-0.657	-0.807	-0.7	0.16	-0.14
21420	-2.14	-1.055	-0.96	-0.76	-0.77	-0.99	-1.2915	-0.52	-0.1025	-1.894	-0.742	-0.6	0.29	-0.75	0.103	-0.63	-2.365	-1.42	-1.04	-1.82	0.2295	-0.6945	-0.3145	-0.7865	-0.4675	-0.8605	-0.59	-0.8795	-0.83	-0.2555	-1.0905	-0.056	0.142	-1.928	-0.639	-0.878	-0.705	-1.11	-0.78	-1.51
21421	0.82	0.92	0.89	0.6	0.9465	0.73	0.6935	0.89	0.8655	0.841	0.9415	1.155	1.23	0.72	0.1095	0.78	1.574	0.63	0.81	1.31	0.631	0.632	0.5215	0.694	0.51	0.1735	0.13	0.48	1.05	0.602	0.9825	0.246	1.185	0.863	0.835	0.989	0.222	0.52	0.32	0.9
21422	-0.17	-1.355	0.11	-0.31	0.359	0.27	0.13	0.13	0.633	-0.17	-1.2645	0.17	-0.15	0.49	-0.3015	0.12	0.602	-0.03	-0.05	-0.05	-0.24	0.332	0.184	0.6935	-0.014	0.076	-0.1355	-0.2865	0.072	0.091	-0.36	0.3085	0.0435	0.092	-0.334	-0.079	0.834	-0.43	-0.38	-0.4
21423	-0.88	-0.734	-0.55	0.11	-1.152	-0.18	0.4925	-0.38	0.4055	-1.137	-0.004	-1.484	-0.82	0.09	-1.8055	-0.74	-0.037	-1.53	-0.71	-0.67	-0.808	-1.146	-0.4315	-1.1105	-0.8155	-0.827	-0.0155	-0.2895	0.6405	-0.039	-0.604	0.101	-0.044	-0.805	-1.024	-1.244	-0.129	0.45	0.04	-0.36
21424	0.44	1.297	0.25	0.6	0.4465	1.42	0.3355	0.35	0.672	0.13	0.443	0.52	0.2	0.77	0.417	0.78	0.678	0.78	0.72	1.03	-0.065	0.294	1.0515	1.066	0.35	0.3685	0.1005	0.737	0.281	0.1675	-0.8625	0.2715	1.023	0.531	0.899	0.333	0.737	0.72	-0.28	1.51
21425	-0.15	0.9705	0.29	0.13	0.247	0.79	0.542	1.25	-0.2525	-0.5995	0.5205	0.586	1.06	0.2	-0.478	0.56	1.894	0.6	0.7	-0.55	0.3415	0.509	0.866	0.451	0.741	-0.5015	0.3695	0.2555	-0.6235	0.2295	0.7425	0.628	0.8635	-0.262	-0.291	-0.249	1.355	0.54	1.19	0.77
21426	-0.93	-1.928	-1.1	-0.55	-1.433	-1.05	-0.1055	-0.21	-0.748	-1.77	-1.511	-1.04	-1.82	-0.55	-1.439	-0.74	-1.807	-1.54	-0.9	-1.52	-0.941	-0.819	-0.718	-1.2065	-1.204	-0.656	-0.2545	-0.731	0.176	-0.2485	-0.194	-0.335	-0.9115	-1.392	-1.849	-0.688	-0.265	-0.7	-1.45	-1.61
21427	1.12	0.1135	0.12	0.01	0.35	0.14	0.1115	0.91	1.075	0.4165	0.85	0.229	0.56	-0.18	0.2925	0.46	0.049	0.08	0.17	0.6	0.338	-0.205	0.196	0.222	0.9335	-0.6905	0.3985	0.106	0.3835	0.1945	0.69	0.219	0.5925	0.234	0.36	0.238	-0.1	-0.41	0.2	0.41
21428	-0.13	-0.187	0.33	-0.255	0.594	0.1	0.143	-0.52	0.4315	0.35	0.06	0.18	-0.28	0.56	0	1.53	0.061	0.05	0.01	-0.26	0.8	-0.181	0.038	1.039	0.7895	0.1325	-0.1515	-0.34	-0.36	-0.1165	-0.055	0.114	-0.6565	-0.343	-0.705	-0.692	0.386	-1.15	-0.85	0.29
