"","Description","Symbol","pvalue","Pval.Test","fold","Fold.Test"
"1448360_s_at","angel homolog 2 (Drosophila)","Angel2",2.23466739393204e-10,TRUE,-1.35197586484618,TRUE
"1448361_at","tetratricopeptide repeat domain 3","Ttc3",0.00261417308754067,TRUE,1.3426206064613,TRUE
"1448362_at","DnaJ (Hsp40) homolog, subfamily C, member 7","Dnajc7",7.78671102793693e-07,TRUE,2.34924005655984,TRUE
"1448368_at","dynactin 6","Dctn6",2.48936287745176e-06,TRUE,1.63822441932395,TRUE
"1448370_at","unc-51 like kinase 1","Ulk1",9.20421613609205e-08,TRUE,-1.0198226760203,TRUE
"1448371_at","myosin light chain, phosphorylatable, fast skeletal muscle","Mylpf",0.000711808902126022,TRUE,1.17602169723273,TRUE
"1448372_a_at","canopy 2 homolog (zebrafish)","Cnpy2",1.1108221882963e-14,TRUE,3.24376776767485,TRUE
"1448385_at","solute carrier family 15, member 4","Slc15a4",3.72049691622754e-12,TRUE,2.01804384370104,TRUE
"1448390_a_at","dehydrogenase/reductase (SDR family) member 3","Dhrs3",1.0084470489504e-05,TRUE,1.39252062063536,TRUE
"1448394_at","myosin, light polypeptide 2, regulatory, cardiac, slow","Myl2",0.000227106489833751,TRUE,2.41417095093452,TRUE
"1448404_at","secretory carrier membrane protein 2","Scamp2",0.000193428437330773,TRUE,-1.114319520351,TRUE
"1448411_at","Wolfram syndrome 1 homolog (human)","Wfs1",3.08099612720754e-07,TRUE,2.0230937858117,TRUE
"1448412_a_at","TSC22 domain family, member 4","Tsc22d4",9.74889138785793e-07,TRUE,1.38906038679615,TRUE
"1448418_s_at","DDB1 and CUL4 associated factor 11","Dcaf11",4.60610605068095e-08,TRUE,2.43662516976116,TRUE
"1448419_at","processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)","Pop4",7.63808538736722e-11,TRUE,3.18993008468638,TRUE
"1448427_at","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)","Ndufa6",2.19719925876415e-08,TRUE,1.87202234680177,TRUE
"1448430_a_at","nascent polypeptide-associated complex alpha polypeptide","Naca",9.15246937794178e-08,TRUE,2.42506734209442,TRUE
"1448435_at","mediator complex subunit 15","Med15",7.24574613939636e-06,TRUE,-1.36620522428572,TRUE
"1448436_a_at","interferon regulatory factor 1","Irf1",5.03887178311144e-15,TRUE,2.24733583349731,TRUE
"1448438_at","Der1-like domain family, member 2","Derl2",5.9347988099425e-05,TRUE,1.6909608558698,TRUE
"1448439_at","DNA segment, Chr 17, Wayne State University 104, expressed","D17Wsu104e",0.00226705979111702,TRUE,1.06937488928136,TRUE
"1448441_at","CDC28 protein kinase 1b","Cks1b",3.7605745149213e-08,TRUE,-1.31750804979645,TRUE
"1448442_a_at","proteasome (prosome, macropain) subunit, alpha type 3","Psma3",9.23147378072364e-17,TRUE,2.63779871526626,TRUE
"1448447_at","vacuolar protein sorting 28 (yeast)","Vps28",9.13965838921857e-08,TRUE,3.6841004678933,TRUE
"1448450_at","adenylate kinase 2","Ak2",2.39801118019085e-14,TRUE,1.54623760418237,TRUE
"1448451_at","adenylate kinase 2","Ak2",0.00080851425507139,TRUE,-1.08296672116843,TRUE
"1448452_at","interferon regulatory factor 8","Irf8",1.19089299615545e-08,TRUE,-1.02611376227169,TRUE
"1448453_at","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1","Hsd3b1",0.00886252712687763,TRUE,3.33343048005712,TRUE
"1448460_at","activin A receptor, type 1","Acvr1",0.00115079055191752,TRUE,-1.01615632271423,TRUE
"1448461_a_at","THO complex 7 homolog (Drosophila)","Thoc7",1.23462481580193e-08,TRUE,-1.0396131249506,TRUE
"1448470_at","fructose bisphosphatase 1","Fbp1",8.70077601225505e-09,TRUE,1.91652085191401,TRUE
"1448474_at","NIMA (never in mitosis gene a)-related expressed kinase 7","Nek7",2.22317123391863e-06,TRUE,-1.07452485744285,TRUE
"1448477_at","carbohydrate sulfotransferase 12","Chst12",5.05251815367361e-05,TRUE,1.22680114231116,TRUE
"1448478_at","mediator complex subunit 20","Med20",9.125395849428e-06,TRUE,-1.35373517430853,TRUE
"1448480_at","nuclear import 7 homolog (S. cerevisiae)","Nip7",9.19671803008923e-08,TRUE,-1.2701200770894,TRUE
"1448484_at","S-adenosylmethionine decarboxylase 1","Amd1",2.40161611635242e-05,TRUE,-1.2175150574392,TRUE
"1448485_at","gamma-glutamyltransferase 1","Ggt1",1.8213578107204e-12,TRUE,4.22469885669799,TRUE
"1448487_at","leucine rich repeat (in FLII) interacting protein 1","Lrrfip1",8.31114583710384e-07,TRUE,2.40309763265634,TRUE
"1448489_at","platelet-activating factor acetylhydrolase 2","Pafah2",1.59726677523921e-06,TRUE,-1.6019764942316,TRUE
"1448492_a_at","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12","Psmd12",6.48443533351438e-10,TRUE,2.81410988080711,TRUE
"1448493_at","polyadenylate-binding protein-interacting protein 2","Paip2",6.28578991818316e-12,TRUE,1.84188622419873,TRUE
"1448495_at","tissue specific transplantation antigen P35B","Tsta3",4.40575674991674e-10,TRUE,1.70951759424097,TRUE
"1448496_a_at","inhibitor of growth family, member 1","Ing1",1.01815930158854e-07,TRUE,-1.31879616847196,TRUE
"1448497_at","excision repair cross-complementing rodent repair deficiency, complementation group 3","Ercc3",3.66159796419609e-07,TRUE,3.97970700814833,TRUE
"1448502_at","solute carrier family 16 (monocarboxylic acid transporters), member 7","Slc16a7",0.00026510202372028,TRUE,1.72108895091655,TRUE
"1448504_a_at","chromobox 3","Cbx3",1.43923259660038e-05,TRUE,1.46866050882921,TRUE
"1448505_at","C1D nuclear receptor co-repressor","C1d",4.78490470115254e-05,TRUE,1.41933215514201,TRUE
"1448507_at","EF hand domain containing 1","Efhd1",1.77875518964522e-06,TRUE,-1.13649373496989,TRUE
"1448509_at","family with sequence similarity 107, member B","Fam107b",1.86456945978503e-06,TRUE,-1.26963330724037,TRUE
"1448516_at","translin","Tsn",1.28134163407508e-08,TRUE,1.44687489922199,TRUE
"1448517_at","translocase of inner mitochondrial membrane 22","Timm22",1.58719872867362e-05,TRUE,2.70659526356576,TRUE
"1448519_at","TEA domain family member 2","Tead2",0.000387015272896743,TRUE,-1.66927908544773,TRUE
"1448520_at","DNA cross-link repair 1B, PSO2 homolog (S. cerevisiae)","Dclre1b",0.0218784521542206,TRUE,-2.04756864580494,TRUE
"1448521_at","bromodomain containing 7","Brd7",9.80030321442045e-08,TRUE,-1.4213241241987,TRUE
"1448523_at","nephronophthisis 1 (juvenile) homolog (human)","Nphp1",2.4754924784317e-07,TRUE,3.57623997219355,TRUE
"1448524_s_at","signal sequence receptor, delta","Ssr4",9.18020874577872e-11,TRUE,2.879381835028,TRUE
"1448525_a_at","BCL2/adenovirus E1B interacting protein 3-like","Bnip3l",2.43470317819286e-10,TRUE,2.72684882977422,TRUE
"1448530_at","guanosine monophosphate reductase","Gmpr",3.35786317516379e-09,TRUE,2.28389573637839,TRUE
"1448533_at","tubulin folding cofactor B","Tbcb",7.00796190378149e-09,TRUE,3.16046478832342,TRUE
"1448536_at","LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)","Lsm3",4.51527211765422e-10,TRUE,1.07982696804128,TRUE
"1448537_at","tetratricopeptide repeat domain 1","Ttc1",1.54530697160394e-09,TRUE,3.07740880025608,TRUE
"1448539_a_at","aspartoacylase (aminoacylase) 3","Acy3",1.31933673189484e-07,TRUE,2.97866193390011,TRUE
"1448540_a_at","RIKEN cDNA 0610012G03 gene","0610012G03Rik",3.67625879707044e-09,TRUE,2.67798222017832,TRUE
"1448547_at","Ras association (RalGDS/AF-6) domain family member 3","Rassf3",1.030219918553e-07,TRUE,-1.09021645503322,TRUE
"1448549_a_at","dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)","Dpagt1",0.000166859483976707,TRUE,1.17389489152421,TRUE
"1448550_at","lipopolysaccharide binding protein","Lbp",0.000108785651378837,TRUE,1.35556128438861,TRUE
"1448556_at","prolactin receptor","Prlr",2.85877760910873e-07,TRUE,-1.85181175627229,TRUE
"1448559_at","flotillin 1","Flot1",3.78307688836433e-10,TRUE,1.29549140922203,TRUE
"1448561_at","neutrophil cytosolic factor 2","Ncf2",2.07463713830158e-06,TRUE,1.10200363091985,TRUE
"1448562_at","uridine phosphorylase 1","Upp1",1.31309967917775e-08,TRUE,4.72975397701833,TRUE
"1448563_at","prohibitin","Phb",3.24205979388266e-08,TRUE,5.18937723080779,TRUE
"1448564_at","calcium and integrin binding 1 (calmyrin)","Cib1",8.04393312480433e-06,TRUE,-1.23901047024627,TRUE
"1448565_at","protein phosphatase 1, regulatory (inhibitor) subunit 11","Ppp1r11",8.75290781844954e-09,TRUE,3.38483968202039,TRUE
"1448571_a_at","glia maturation factor, beta","Gmfb",1.58978982831213e-05,TRUE,2.20582212582376,TRUE
"1448574_at","NME/NM23 nucleoside diphosphate kinase 6","Nme6",1.94989899731034e-07,TRUE,2.60059999370353,TRUE
"1448580_at","golgi apparatus protein 1","Glg1",1.13652697916951e-09,TRUE,2.46224465393068,TRUE
"1448582_at","catenin, beta like 1","Ctnnbl1",1.90362976085737e-11,TRUE,1.87305384561606,TRUE
"1448584_at","arginine/serine-rich coiled-coil 1","Rsrc1",3.00389918444347e-06,TRUE,-1.09159283243017,TRUE
"1448586_at","heat shock protein 14","Hspa14",9.91153588484364e-09,TRUE,-1.16052402485245,TRUE
"1448587_at","TBC1 domain family, member 10a","Tbc1d10a",0.0238251926805995,TRUE,1.00569418451119,TRUE
"1448589_at","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5","Ndufb5",2.01569217350797e-09,TRUE,3.98457610525037,TRUE
"1448592_at","cartilage associated protein","Crtap",0.000165828234905148,TRUE,1.13664207008868,TRUE
"1448593_at","WNT1 inducible signaling pathway protein 1","Wisp1",0.000505424954705841,TRUE,-1.64962112969928,TRUE
"1448597_at","cleavage stimulation factor, 3' pre-RNA, subunit 1","Cstf1",7.77431435212942e-07,TRUE,1.12350911945054,TRUE
"1448604_at","uridine-cytidine kinase 2","Uck2",4.14876289314495e-08,TRUE,3.19271227453854,TRUE
"1448611_at","WW, C2 and coiled-coil domain containing 2","Wwc2",2.31558570375894e-12,TRUE,-1.21759233048859,TRUE
"1448614_at","5'-nucleotidase, cytosolic II","Nt5c2",0.000457299903232023,TRUE,1.00429656511757,TRUE
"1448615_at","copper chaperone for superoxide dismutase","Ccs",1.31303233728817e-08,TRUE,2.71961657669336,TRUE
"1448618_at","major vault protein","Mvp",8.97784886226633e-10,TRUE,1.84669716150301,TRUE
"1448619_at","7-dehydrocholesterol reductase","Dhcr7",2.19786018751506e-07,TRUE,1.85370775587102,TRUE
"1448621_a_at","sphingomyelin phosphodiesterase 1, acid lysosomal","Smpd1",3.51227426249757e-17,TRUE,1.93677262948212,TRUE
"1448622_at","LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)","Lsm4",8.80775244555704e-07,TRUE,1.57710761362114,TRUE
"1448623_at","transmembrane protein 123","Tmem123",1.6072514476791e-05,TRUE,-1.09245846028083,TRUE
"1448624_at","CD2 antigen (cytoplasmic tail) binding protein 2","Cd2bp2",3.41220776445552e-07,TRUE,1.99725627805,TRUE
"1448626_at","CDK5 regulatory subunit associated protein 1","Cdk5rap1",1.03282942182847e-06,TRUE,2.57414578785444,TRUE
"1448628_at","secretogranin III","Scg3",2.44770225295157e-09,TRUE,3.83534207708116,TRUE
"1448629_at","Hermansky-Pudlak syndrome 4 homolog (human)","Hps4",2.81832865943742e-05,TRUE,2.38517327491791,TRUE
"1448630_a_at","succinate dehydrogenase complex, subunit C, integral membrane protein","Sdhc",2.74878196955547e-07,TRUE,1.22314467676684,TRUE
"1448633_at","PRP31 pre-mRNA processing factor 31 homolog (yeast)","Prpf31",4.12409048156953e-07,TRUE,1.72829877203123,TRUE
"1448637_at","mediator of RNA polymerase II transcription, subunit 25 homolog (yeast)","Med25",2.15165731079149e-09,TRUE,-1.58701311426441,TRUE
"1448638_at","Mdm2, transformed 3T3 cell double minute p53 binding protein","Mtbp",1.10546191967419e-07,TRUE,-1.48247471073596,TRUE
"1448639_a_at","spermatogenesis associated 5","Spata5",8.14313348427612e-10,TRUE,2.60734066851561,TRUE
"1448640_at","solute carrier family 14 (urea transporter), member 1","Slc14a1",4.26437348078187e-12,TRUE,-1.22243213782262,TRUE
"1448646_at","WD repeat domain 12","Wdr12",1.11141589195534e-10,TRUE,4.51969453135143,TRUE
"1448647_at","mannosidase 2, alpha 1","Man2a1",0.000109979372052475,TRUE,-1.08494887576592,TRUE
"1448648_at","family with sequence similarity 114, member A1","Fam114a1",0.0107347517542005,TRUE,-1.17981871619301,TRUE
"1448650_a_at","polymerase (DNA directed), epsilon","Pole",4.89657774712605e-06,TRUE,6.43151878144267,TRUE
"1448651_at","nudix (nucleoside diphosphate linked moiety X)-type motif 5","Nudt5",1.4640179602472e-12,TRUE,1.06833606462299,TRUE
"1448655_at","low density lipoprotein receptor-related protein 1","Lrp1",6.77184639732655e-06,TRUE,-1.05053331793909,TRUE
"1448657_a_at","DnaJ (Hsp40) homolog, subfamily B, member 2","Dnajb2",1.65228977417308e-06,TRUE,2.1936548921628,TRUE
"1448658_at","squamous cell carcinoma antigen recognized by T cells 1","Sart1",2.2297384537153e-12,TRUE,2.78429315132952,TRUE
"1448663_s_at","mevalonate (diphospho) decarboxylase","Mvd",6.84009391058713e-08,TRUE,2.11085266550873,TRUE
"1448666_s_at","transducer of ERBB2, 2","Tob2",6.41199138779009e-09,TRUE,2.39467667019778,TRUE
"1448667_x_at","transducer of ERBB2, 2","Tob2",3.13003553496489e-07,TRUE,1.01539483940347,TRUE
"1448668_a_at","interleukin-1 receptor-associated kinase 1","Irak1",0.00177023618052963,TRUE,-1.77214267583611,TRUE
"1448677_at","ER membrane protein complex subunit 8","Emc8",1.09285740706049e-10,TRUE,2.889170123331,TRUE
"1448678_at","family with sequence similarity 118, member A","Fam118a",8.51723231630207e-15,TRUE,-1.30482230860891,TRUE
"1448679_at","hyaluronoglucosaminidase 2","Hyal2",9.21681388615718e-10,TRUE,2.62972328835742,TRUE
"1448682_at","dynein light chain LC8-type 1","Dynll1",2.2588902161359e-09,TRUE,2.53505814763001,TRUE
"1448685_at","mitochondrial nucleoid factor 1","Mnf1",1.16618343878568e-06,TRUE,2.79540875980875,TRUE
"1448687_at","family with sequence similarity 132, member A","Fam132a",3.70503894836893e-09,TRUE,-1.16723679606347,TRUE
"1448690_at","potassium channel, subfamily K, member 1","Kcnk1",2.40705126216812e-06,TRUE,1.01552447832067,TRUE
"1448697_s_at","ribosomal protein L36A-like","Rpl36al",2.99612070016575e-12,TRUE,4.28056904794246,TRUE
"1448699_at","mitochondrial ribosomal protein L54","Mrpl54",3.29554778724955e-05,TRUE,1.71045788850186,TRUE
"1448702_at","immediate early response 3 interacting protein 1","Ier3ip1",2.32050989332688e-06,TRUE,1.12536535034958,TRUE
"1448705_at","zinc finger and BTB domain containing 22","Zbtb22",2.02037697708085e-06,TRUE,-1.22036373954403,TRUE
"1448706_at","tyrosyl-DNA phosphodiesterase 2","Tdp2",6.52060292851052e-07,TRUE,1.49864236700016,TRUE
"1448707_at","TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor","Taf13",3.68445903979584e-10,TRUE,-1.0431612213331,TRUE
"1448713_at","signal transducer and activator of transcription 4","Stat4",4.21942239563383e-09,TRUE,5.89010628833605,TRUE
"1448715_x_at","cDNA sequence BC094435///SH3-domain GRB2-like (endophilin) interacting protein 1///component of oligomeric golgi complex 6///CCR4 carbon catabolite repression 4-like (S. cerevisiae)","BC094435///Sgip1///Cog6///Ccrn4l",9.15175161748115e-06,TRUE,3.05753161835932,TRUE
"1448717_at","glutaryl-Coenzyme A dehydrogenase","Gcdh",8.00849460411384e-08,TRUE,2.59323684475373,TRUE
"1448719_at","transcriptional adaptor 3","Tada3",0.00264693068233732,TRUE,1.89041023831476,TRUE
"1448728_a_at","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta","Nfkbiz",0.000127937658697317,TRUE,-1.29806460622433,TRUE
"1448732_at","cathepsin B","Ctsb",7.38905476694589e-07,TRUE,1.30636565049545,TRUE
"1448736_a_at","hypoxanthine guanine phosphoribosyl transferase","Hprt",5.61063644515298e-11,TRUE,-1.23542246369117,TRUE
"1448738_at","calbindin 1","Calb1",0.000106889400663316,TRUE,-1.50954235954475,TRUE
"1448739_x_at","ribosomal protein S18","Rps18",3.43780006081763e-08,TRUE,4.02707511379606,TRUE
"1448744_at","galactosamine (N-acetyl)-6-sulfate sulfatase","Galns",2.29837620690315e-07,TRUE,1.42290937151634,TRUE
"1448757_at","promyelocytic leukemia","Pml",1.27761853930587e-05,TRUE,3.16771450894862,TRUE
"1448758_at","nuclear receptor binding factor 2","Nrbf2",1.10092569545936e-08,TRUE,-1.01176821295263,TRUE
"1448759_at","interleukin 2 receptor, beta chain","Il2rb",9.61578998646835e-06,TRUE,2.51709060599002,TRUE
"1448761_a_at","coatomer protein complex, subunit gamma 2","Copg2",0.012804537009566,TRUE,-1.19121852404462,TRUE
"1448765_at","Fyn proto-oncogene","Fyn",4.87234785355577e-13,TRUE,-1.14204649939506,TRUE
"1448769_at","solute carrier family 35, member B1","Slc35b1",5.17911073314323e-09,TRUE,-1.47619877292891,TRUE
"1448770_a_at","ATPase inhibitory factor 1","Atpif1",9.43418077858719e-13,TRUE,3.36513884890231,TRUE
"1448771_a_at","ferritin heavy chain 1","Fth1",1.28933710008098e-05,TRUE,1.57624981488827,TRUE
"1448772_at","ubiquitin-conjugating enzyme E2A","Ube2a",5.81379741428976e-10,TRUE,3.26272651799172,TRUE
"1448773_at","ribosomal protein L11 pseudogene///ribosomal protein L11 pseudogene///ribosomal protein L11 pseudogene///ribosomal protein L11","Gm10036///Gm10288///Gm7589///Rpl11",0.0403317650782127,TRUE,-1.01163788370376,TRUE
"1448776_at","growth arrest and DNA-damage-inducible, gamma interacting protein 1","Gadd45gip1",0.00149101009857058,TRUE,-1.94378917930102,TRUE
"1448777_at","minichromosome maintenance deficient 2 mitotin (S. cerevisiae)","Mcm2",3.07307054249716e-06,TRUE,-1.13026481848216,TRUE
"1448778_at","serine/arginine-rich splicing factor 4","Srsf4",1.73899654548153e-08,TRUE,-1.21203022084921,TRUE
"1448782_at","thioredoxin domain containing 11","Txndc11",3.06155284495924e-08,TRUE,-1.3166907629976,TRUE
"1448783_at","solute carrier family 7 (cationic amino acid transporter, y+ system), member 9","Slc7a9",9.61764255525189e-08,TRUE,2.69085842813792,TRUE
"1448785_at","runt-related transcription factor 1; translocated to, 1 (cyclin D-related)","Runx1t1",0.000227053128575105,TRUE,-1.12063337392467,TRUE
"1448791_at","sorting nexin 5","Snx5",8.90437687976217e-07,TRUE,1.81974129226853,TRUE
"1448793_a_at","syndecan 4","Sdc4",0.000574698640743759,TRUE,-1.02364553792169,TRUE
"1448799_s_at","mitochondrial ribosomal protein S12","Mrps12",2.87271749007839e-07,TRUE,2.5241339717581,TRUE
"1448801_a_at","translocase of inner mitochondrial membrane 44","Timm44",1.52424562048215e-09,TRUE,1.44603134275914,TRUE
"1448802_at","nuclear fragile X mental retardation protein interacting protein 1","Nufip1",1.63730209199827e-10,TRUE,3.05131697109718,TRUE
"1448803_at","golgi autoantigen, golgin subfamily a, 4","Golga4",3.60775352238039e-08,TRUE,-1.82214323852899,TRUE
"1448808_a_at","NME/NM23 nucleoside diphosphate kinase 2","Nme2",0.00025917134793915,TRUE,3.0348824938909,TRUE
"1448811_at","mitochondrial ribosomal protein L2","Mrpl2",3.00037348698361e-09,TRUE,1.47778986937793,TRUE
"1448813_at","arylacetamide deacetylase (esterase)","Aadac",5.96188380655712e-07,TRUE,4.25091434758529,TRUE
"1448816_at","prostaglandin I2 (prostacyclin) synthase","Ptgis",7.64858951590539e-06,TRUE,1.68824945248126,TRUE
"1448819_at","eukaryotic translation initiation factor 2, subunit 2 (beta)","Eif2s2",1.41646543311103e-05,TRUE,1.38024530226381,TRUE
"1448820_a_at","eukaryotic translation initiation factor 2, subunit 2 (beta)","Eif2s2",7.16356841654135e-08,TRUE,-1.1270860196474,TRUE
"1448822_at","proteasome (prosome, macropain) subunit, beta type 6","Psmb6",6.87769759572155e-09,TRUE,1.56213940338569,TRUE
"1448824_at","ubiquitin-conjugating enzyme E2J 1","Ube2j1",1.4024655690497e-07,TRUE,3.33827812837323,TRUE
"1448830_at","dual specificity phosphatase 1","Dusp1",1.03572544297041e-09,TRUE,-1.11663600765976,TRUE
"1448832_a_at","complexin 1","Cplx1",0.00010240107702489,TRUE,1.0414896518029,TRUE
"1448838_at","topoisomerase I binding, arginine/serine-rich","Topors",4.55343890587035e-08,TRUE,3.03904940066447,TRUE
"1448842_at","cysteine dioxygenase 1, cytosolic","Cdo1",4.33387286312448e-06,TRUE,1.07385041062268,TRUE
"1448846_a_at","predicted gene, 17669///60S ribosomal protein L29-like///ribosomal protein L29 pseudogene///predicted gene 12508///ribosomal protein L29 pseudogene///ribosomal protein L29","Gm17669///LOC100503055///Gm10709///Gm12508///Gm6344///Rpl29",9.32101718428423e-10,TRUE,2.50211433992942,TRUE
"1448849_at","mitochondrial ribosomal protein L40","Mrpl40",1.23771983889864e-06,TRUE,1.23453563568266,TRUE
"1448850_a_at","DnaJ (Hsp40) homolog, subfamily C, member 5","Dnajc5",1.06792842344902e-05,TRUE,-1.12338324112584,TRUE
"1448852_at","regucalcin","Rgn",1.48350210335765e-13,TRUE,1.42099157734796,TRUE
"1448861_at","TNF receptor-associated factor 5","Traf5",8.05788215673668e-12,TRUE,2.17909337343368,TRUE
"1448864_at","SNF related kinase","Snrk",0.00469971378570436,TRUE,1.9907422867594,TRUE
"1448869_a_at","mitochondrial ribosomal protein S16","Mrps16",9.96275738586517e-08,TRUE,1.65068562708102,TRUE
"1448871_at","mitogen-activated protein kinase 13","Mapk13",1.46113726752477e-05,TRUE,1.5035629594203,TRUE
"1448877_at","distal-less homeobox 2","Dlx2",0.00424121538555926,TRUE,-1.12040292397273,TRUE
"1448881_at","haptoglobin","Hp",9.80343461317699e-09,TRUE,3.06589906920937,TRUE
"1448883_at","legumain","Lgmn",4.42586166879795e-08,TRUE,1.9546162405211,TRUE
"1448884_at","general transcription factor II E, polypeptide 2 (beta subunit)","Gtf2e2",7.07900133601924e-07,TRUE,1.7363191325219,TRUE
"1448885_at","RAP2B, member of RAS oncogene family","Rap2b",1.2616880521569e-11,TRUE,-1.17936421320572,TRUE
"1448886_at","GATA binding protein 3","Gata3",2.21951513493798e-08,TRUE,-1.32216724545381,TRUE
"1448887_x_at","translocase of inner mitochondrial membrane 10B","Timm10b",5.34348234008432e-08,TRUE,3.41561129059409,TRUE
"1448890_at","Kruppel-like factor 2 (lung)","Klf2",0.000123163165411663,TRUE,-1.10615249389392,TRUE
"1448892_at","dedicator of cytokinesis 7","Dock7",1.008694271508e-09,TRUE,-1.34248514590814,TRUE
"1448894_at","aldo-keto reductase family 1, member B8","Akr1b8",1.92321133691968e-07,TRUE,2.64853082483927,TRUE
"1448897_at","makorin, ring finger protein, 2","Mkrn2",4.60884406383477e-15,TRUE,1.58699802563871,TRUE
"1448900_at","transport and golgi organization 2","Tango2",2.53707924351246e-06,TRUE,1.4121714520255,TRUE
"1448902_at","tetratricopeptide repeat domain 23","Ttc23",1.08505209049517e-06,TRUE,1.16889454350305,TRUE
"1448905_at","NME/NM23 nucleoside diphosphate kinase 3///mitochondrial ribosomal protein S34","Nme3///Mrps34",7.8931390169843e-09,TRUE,4.44361047292624,TRUE
"1448906_at","cadherin 16","Cdh16",7.90515818878301e-05,TRUE,-1.57707853863999,TRUE
"1448907_at","thimet oligopeptidase 1","Thop1",2.42523507974591e-07,TRUE,1.27358601050223,TRUE
"1448909_a_at","mitochondrial ribosomal protein L39","Mrpl39",1.80072249848566e-13,TRUE,2.1613227737525,TRUE
"1448914_a_at","colony stimulating factor 1 (macrophage)","Csf1",1.04225315314841e-05,TRUE,-1.17977415639159,TRUE
"1448915_at","zinc finger protein 524","Zfp524",1.52248394082785e-06,TRUE,1.43086654852348,TRUE
"1448917_at","mediator complex subunit 30","Med30",3.65304176196775e-10,TRUE,-1.06254281618613,TRUE
"1448918_at","solute carrier organic anion transporter family, member 3a1","Slco3a1",1.47292512697144e-07,TRUE,-1.29040677142299,TRUE
"1448920_at","zinc finger with KRAB and SCAN domains 6","Zkscan6",4.8578329067728e-08,TRUE,3.04099466040937,TRUE
"1448922_at","dual specificity phosphatase 19","Dusp19",2.19165752813926e-07,TRUE,1.8996480001113,TRUE
"1448923_at","protein kinase, interferon inducible double stranded RNA dependent activator","Prkra",0.0284603641966116,TRUE,1.04767427816021,TRUE
"1448926_at","homeobox A5","Hoxa5",0.00058164930505701,TRUE,-1.19698537667073,TRUE
"1448929_at","coagulation factor XIII, A1 subunit","F13a1",4.51352083663183e-06,TRUE,-1.14259965763201,TRUE
"1448930_at","RIKEN cDNA 3010026O09 gene","3010026O09Rik",8.45687182830614e-11,TRUE,2.91426188099428,TRUE
"1448932_at","keratin 16","Krt16",0.000383703848298323,TRUE,-1.49241962961374,TRUE
"1448934_at","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10","Ndufa10",7.91660230504098e-09,TRUE,-1.21160764619017,TRUE
"1448936_at","syntaxin 12","Stx12",1.8279878242786e-06,TRUE,-1.08207741459131,TRUE
"1448938_at","replication protein A3","Rpa3",2.45238433627094e-06,TRUE,-1.25366244314576,TRUE
"1448944_at","neuropilin 1","Nrp1",3.13253603477481e-06,TRUE,-1.55239040680218,TRUE
"1448947_at","RIKEN cDNA 2810004N23 gene","2810004N23Rik",7.24426742247509e-08,TRUE,2.25589915829657,TRUE
"1448952_at","RIKEN cDNA A030009H04 gene","A030009H04Rik",1.01438115374437e-09,TRUE,-1.57213802461312,TRUE
"1448953_at","Bloom syndrome, RecQ helicase-like","Blm",1.05207466841133e-12,TRUE,-1.03356103749578,TRUE
"1448957_at","recombination signal binding protein for immunoglobulin kappa J region","Rbpj",9.42864970441992e-09,TRUE,-1.12540984042379,TRUE
"1448959_at","NADH dehydrogenase (ubiquinone) Fe-S protein 4","Ndufs4",3.26463704752538e-10,TRUE,2.20042821382968,TRUE
"1448965_at","INO80 homolog (S. cerevisiae)","Ino80",1.39828374676534e-09,TRUE,-1.28241315254706,TRUE
"1448967_at","nipsnap homolog 3B (C. elegans)","Nipsnap3b",0.000980977875553994,TRUE,1.05636586297779,TRUE
"1448971_at","coordinator of PRMT5, differentiation stimulator","Coprs",3.74107039477396e-08,TRUE,-1.34102417669933,TRUE
"1448973_at","sulfotransferase family 1D, member 1","Sult1d1",0.000242417817165002,TRUE,-1.17500298477791,TRUE
"1448976_at","tuftelin interacting protein 11","Tfip11",1.96835624978525e-10,TRUE,2.03891006262187,TRUE
"1448977_at","transcription factor AP-2, gamma","Tfap2c",1.58209951063533e-06,TRUE,-1.80521873868508,TRUE
"1448978_at","neuronal guanine nucleotide exchange factor","Ngef",3.22876839412857e-08,TRUE,3.65042242776429,TRUE
"1448979_at","biogenesis of organelles complex-1, subunit 5, muted","Bloc1s5",1.18202148310223e-05,TRUE,2.99457760664339,TRUE
"1448984_at","excision repair cross-complementing rodent repair deficiency, complementation group 4","Ercc4",3.60811206734783e-05,TRUE,2.21207223756577,TRUE
"1448991_a_at","internexin neuronal intermediate filament protein, alpha","Ina",7.83287938079872e-06,TRUE,-1.87114155101371,TRUE
"1448992_at","internexin neuronal intermediate filament protein, alpha","Ina",1.67761269082717e-06,TRUE,-1.75218370968162,TRUE
